,Company,TypeName,Inches,Ram,OpSys,Weight,Cpu_Manufacturer,Cpu_Type,Cpu_GHz,Gpu_Manufacturer,Memory_Type,Memory_Size,Price
977,Asus,2 in 1 Convertible,15.6,16,Windows 10,2.3,Intel,Corei7,2.7,Nvidia,HDD,2560.0,95850.72
978,HP,Notebook,15.6,6,Windows 10,2.04,Intel,Corei7,2.7,Intel,HDD,1024.0,30849.12
980,Dell,2 in 1 Convertible,15.6,12,Windows 10,2.19,Intel,Corei7,2.7,Intel,SSD,512.0,69210.72
981,Toshiba,Notebook,13.3,4,Windows 7,1.2,Intel,Corei5,2.3,Intel,SSD,128.0,63669.6
982,Lenovo,Notebook,15.6,6,Windows 10,2.2,AMD,A12,3.6,AMD,SSD,256.0,29250.72
983,Fujitsu,Notebook,15.6,4,Windows 10,2.3,Intel,Corei5,2.3,Intel,SSD,256.0,34578.72
984,Toshiba,Notebook,14.0,4,Windows 10,1.75,Intel,Corei5,2.3,Intel,HDD,500.0,48751.2
985,Dell,Notebook,15.6,4,Windows 10,2.25,Intel,Corei5,2.5,AMD,HDD,500.0,31914.72
986,HP,Notebook,15.6,8,Windows 10,2.04,Intel,Corei5,2.5,Intel,HDD,1024.0,42943.68
987,Lenovo,Gaming,15.6,8,Windows 10,2.5,Intel,Corei7,2.8,Nvidia,HDD,1152.0,63349.92
988,Dell,Notebook,15.6,8,Windows 10,2.36,Intel,Corei7,2.7,AMD,HDD,1024.0,39906.72
989,Dell,Notebook,14.0,8,Windows 10,1.6,Intel,Corei5,2.5,Intel,SSD,128.0,59620.32
990,HP,Netbook,12.5,8,Windows 10,0.97,Intel,CoreM,1.2,Intel,SSD,512.0,101658.24
991,HP,Notebook,15.6,4,Windows 10,2.1,Intel,Corei3,2.0,AMD,HDD,1152.0,26586.72
992,Lenovo,Notebook,15.6,4,No OS,1.9,Intel,CeleronDual,1.1,Intel,SSD,128.0,14418.6336
993,Lenovo,Notebook,15.6,8,Windows 10,2.3,Intel,Corei5,2.3,Intel,SSD,256.0,71874.72
994,Dell,2 in 1 Convertible,13.3,8,Windows 10,1.68,Intel,Corei5,2.5,Intel,SSD,256.0,47365.92
995,Asus,Notebook,13.3,8,Windows 10,1.4,Intel,Corei5,2.5,Intel,SSD,256.0,61272.0
996,HP,Ultrabook,13.3,8,Windows 10,1.11,Intel,Corei7,2.7,Intel,SSD,256.0,71874.72
997,Acer,Notebook,15.6,4,Windows 10,2.4,Intel,PentiumQuad,1.1,Intel,HDD,500.0,20246.4
998,Asus,Gaming,15.6,16,Windows 10,2.5,Intel,Corei7,2.8,Nvidia,HDD,1280.0,95850.72
999,HP,Ultrabook,14.0,8,Windows 10,1.48,Intel,Corei7,2.7,Intel,SSD,512.0,111301.92
1000,Acer,Gaming,15.6,8,Windows 10,2.7,Intel,Corei7,2.8,Nvidia,HDD,1152.0,67132.8
1001,HP,Notebook,13.3,8,Windows 10,1.34,Intel,Corei5,2.5,Intel,SSD,256.0,63349.92
1002,Dell,Notebook,15.6,4,Windows 10,2.18,Intel,Corei3,2.4,Intel,SSD,128.0,29144.16
1003,HP,Notebook,14.0,4,Windows 10,1.64,Intel,Corei5,2.5,Intel,HDD,500.0,41505.12
1004,Toshiba,Notebook,13.3,4,Windows 10,1.2,Intel,Corei5,2.3,Intel,SSD,128.0,63669.6
1005,HP,Notebook,14.0,4,Windows 10,1.48,Intel,Corei5,2.4,Intel,SSD,256.0,58607.46719999999
1006,HP,Notebook,14.0,4,Windows 10,1.95,Intel,Corei5,2.5,Intel,SSD,256.0,64202.4
1007,HP,Ultrabook,14.0,8,Windows 7,1.43,Intel,Corei7,2.6,Intel,SSD,256.0,77202.72
1008,HP,Notebook,14.0,8,Windows 10,1.64,Intel,Corei5,2.5,Nvidia,SSD,256.0,55904.5728
1009,HP,Notebook,14.0,4,Windows 10,1.64,Intel,Corei3,2.4,Intel,HDD,500.0,36443.52
1010,Dell,Gaming,15.6,8,Windows 10,2.65,Intel,Corei5,2.5,Nvidia,Hybrid,1024.0,50562.72
1011,HP,Ultrabook,12.5,4,Windows 10,1.26,Intel,Corei5,2.5,Intel,HDD,500.0,81997.92
1012,HP,Notebook,14.0,4,Windows 10,1.48,Intel,Corei5,2.5,Intel,SSD,256.0,84715.2
1013,HP,Ultrabook,14.0,8,Windows 10,1.54,Intel,Corei7,2.5,Intel,SSD,256.0,100550.5488
1014,HP,Notebook,13.3,4,Windows 10,1.49,Intel,Corei3,2.4,Intel,HDD,500.0,42624.0
1015,Toshiba,Notebook,13.3,8,Windows 10,1.5,Intel,Corei5,2.3,Intel,SSD,256.0,64468.8
1016,HP,Notebook,15.6,4,Windows 10,2.04,Intel,Corei3,2.4,Intel,SSD,256.0,41025.0672
1017,Lenovo,Notebook,17.3,16,Windows 7,2.4,Intel,Corei7,2.7,Nvidia,SSD,512.0,158135.04
1018,Toshiba,Notebook,14.0,8,Windows 10,1.47,Intel,Corei5,2.3,Intel,SSD,256.0,79387.2
1019,HP,Notebook,14.0,8,Windows 10,1.43,Intel,Corei7,2.5,Intel,SSD,256.0,118761.12
1020,Dell,2 in 1 Convertible,15.6,4,Windows 10,2.08,Intel,Corei3,2.3,Intel,HDD,1024.0,42410.3472
1021,Toshiba,Ultrabook,13.3,8,Windows 10,1.2,Intel,Corei5,2.3,Intel,SSD,256.0,84715.2
1022,HP,Notebook,13.3,8,Windows 10,1.11,Intel,Corei5,2.5,Intel,SSD,256.0,61218.72
1023,HP,Notebook,14.0,8,Windows 10,1.64,Intel,Corei7,2.7,Nvidia,SSD,256.0,63159.7104
1024,Dell,Notebook,15.6,8,Windows 10,2.09,Intel,Corei5,2.4,Intel,HDD,500.0,55754.3232
1025,HP,Ultrabook,12.5,4,Windows 10,1.26,Intel,Corei5,2.5,Intel,SSD,256.0,83063.52
1026,HP,Notebook,14.0,4,Windows 10,2.31,Intel,Corei5,2.5,Intel,HDD,500.0,63349.92
1027,HP,Notebook,14.0,4,Windows 10,1.95,Intel,Corei5,2.5,Intel,HDD,500.0,56476.8
1028,Dell,Ultrabook,13.3,8,Windows 10,1.29,Intel,Corei5,2.5,Intel,SSD,256.0,86526.72
1029,HP,Notebook,17.3,8,Windows 10,2.63,Intel,Corei5,2.5,Nvidia,SSD,256.0,57542.4
1030,HP,Notebook,14.0,4,Windows 10,1.64,Intel,Corei5,2.5,Intel,SSD,256.0,51841.44
1031,Acer,Notebook,15.6,6,Windows 10,2.1,AMD,A9,3.0,AMD,HDD,1024.0,21791.52
1032,MSI,Gaming,17.3,8,Windows 10,2.7,Intel,Corei7,2.8,Nvidia,HDD,1152.0,63499.10399999999
1033,HP,Notebook,14.0,8,Windows 7,1.95,Intel,Corei5,2.3,Intel,SSD,256.0,63669.6
1034,HP,Notebook,15.6,8,Windows 10,1.84,Intel,Corei7,2.5,Intel,SSD,256.0,65480.5872
1035,HP,Ultrabook,12.5,8,Windows 10,1.26,Intel,Corei7,2.5,Intel,SSD,256.0,71874.72
1036,HP,Notebook,15.6,4,Windows 10,2.04,Intel,Corei5,2.5,Intel,HDD,500.0,39533.76
1037,Toshiba,Ultrabook,14.0,8,Windows 10,1.47,Intel,Corei7,2.6,Intel,SSD,256.0,91908.0
1038,Dell,Notebook,15.6,8,Windows 7,2.09,Intel,Corei5,2.4,Intel,SSD,256.0,56633.976
1039,HP,Notebook,14.0,8,Windows 10,1.64,Intel,Corei5,2.5,Intel,SSD,256.0,53839.9728
1040,Lenovo,2 in 1 Convertible,15.6,4,Windows 10,1.8,Intel,Corei7,2.5,Intel,SSD,256.0,45128.16
1041,Vero,Notebook,14.0,2,Windows 10,1.45,Intel,AtomX5,1.44,Intel,Storage,32.0,11231.424
1042,Toshiba,Notebook,15.6,16,Windows 10,2.4,Intel,Corei7,2.5,Nvidia,SSD,256.0,75924.0
1043,Lenovo,Notebook,15.6,8,Windows 10,2.3,Intel,Corei5,2.3,Intel,SSD,256.0,55922.688
1044,HP,Notebook,14.0,4,Windows 10,1.54,Intel,Corei5,2.3,Intel,HDD,500.0,53280.0
1045,HP,Notebook,15.6,8,Windows 10,1.84,Intel,Corei5,2.4,Intel,HDD,756.0,112065.9552
1046,HP,Notebook,14.0,8,Windows 7,1.43,Intel,Corei5,2.3,Intel,SSD,256.0,78268.31999999999
1047,MSI,Gaming,17.3,16,Windows 10,3.78,Intel,Corei7,2.7,Nvidia,HDD,1280.0,82351.6992
1048,Lenovo,Gaming,17.3,16,Windows 10,4.6,Intel,Corei7,2.6,Nvidia,HDD,1152.0,122010.66719999998
1049,Asus,Netbook,11.6,4,Chrome OS,1.2,Intel,CeleronDual,1.6,Intel,Storage,16.0,15339.311999999998
1050,Lenovo,Notebook,14.0,16,Windows 7,1.1,Intel,Corei7,2.6,Intel,SSD,256.0,139593.6
1051,HP,Notebook,15.6,8,Windows 10,1.91,Intel,Corei7,2.7,Nvidia,HDD,1024.0,52161.12
1052,Dell,2 in 1 Convertible,15.6,8,Windows 10,2.3,Intel,Corei5,2.7,Intel,SSD,256.0,58288.32
1053,HP,Notebook,15.6,4,Windows 10,2.04,Intel,Corei5,2.5,Intel,SSD,256.0,52161.12
1054,Dell,Ultrabook,13.3,16,Windows 10,1.2,Intel,Corei7,2.7,Intel,SSD,1024.0,120093.12
1055,HP,Notebook,15.6,4,Windows 10,2.31,Intel,Corei3,2.3,Intel,HDD,500.0,37570.392
1056,HP,Notebook,15.6,4,No OS,1.96,Intel,Corei5,2.5,Intel,HDD,500.0,26586.72
1057,Acer,Notebook,15.6,8,Windows 10,2.4,AMD,A8,2.2,AMD,HDD,1024.0,23922.72
1058,Dell,2 in 1 Convertible,13.3,12,Windows 10,1.6,Intel,Corei7,2.7,Intel,SSD,256.0,69210.72
1059,MSI,Gaming,15.6,16,Windows 10,2.94,Intel,Corei7,2.6,Nvidia,HDD,1280.0,96916.32
1060,HP,Notebook,15.6,8,Windows 10,2.04,Intel,Corei7,2.7,Intel,SSD,256.0,57009.6
1061,Asus,Gaming,17.3,16,No OS,4.0,Intel,Corei7,2.6,Nvidia,HDD,1024.0,53173.44
1062,Dell,Notebook,15.6,4,Windows 10,2.25,Intel,Corei5,2.5,Intel,HDD,1024.0,29783.52
1063,Dell,Notebook,15.6,16,Windows 10,2.32,Intel,Corei7,2.7,AMD,HDD,2048.0,52746.6672
1064,MSI,Gaming,15.6,16,Windows 10,1.8,Intel,Corei7,2.6,Nvidia,HDD,1280.0,102777.12
1065,Dell,Ultrabook,13.3,8,Windows 10,1.29,Intel,Corei7,2.7,Intel,SSD,256.0,77682.23999999999
1067,Dell,2 in 1 Convertible,13.3,8,Windows 10,1.62,Intel,Corei7,2.5,Intel,SSD,256.0,42517.9728
1068,Dell,Gaming,15.6,16,Windows 10,3.21,Intel,Corei7,2.6,Nvidia,HDD,1280.0,70809.12
1069,Apple,Ultrabook,12.0,8,Mac OS X,0.92,Intel,CoreM,1.1,Intel,Storage,256.0,69264.0
1070,Dell,Notebook,15.6,4,Windows 10,2.06,Intel,Corei3,2.3,Intel,HDD,500.0,25679.8944
1071,HP,Notebook,15.6,4,Windows 10,2.31,Intel,Corei5,2.3,Intel,HDD,500.0,63882.72
1072,HP,Ultrabook,12.5,8,Windows 7,1.26,Intel,Corei5,2.3,Intel,SSD,256.0,63882.72
1073,HP,Notebook,13.3,8,Windows 10,1.49,Intel,Corei7,2.7,Intel,SSD,256.0,58075.2
1074,Lenovo,Ultrabook,12.5,8,Windows 10,1.3,Intel,Corei7,2.5,Intel,SSD,256.0,91294.7472
1075,Lenovo,Notebook,17.3,8,Windows 10,3.0,Intel,Corei5,2.3,AMD,HDD,1024.0,35111.52
1076,Lenovo,Notebook,15.6,4,Windows 10,2.3,Intel,Corei5,2.3,Nvidia,HDD,1024.0,52054.56
1077,MSI,Gaming,17.3,16,Windows 10,3.78,Intel,Corei7,2.8,Nvidia,HDD,1280.0,133146.72
1078,Lenovo,Notebook,15.6,4,Windows 10,2.1,Intel,Corei5,2.3,Intel,HDD,500.0,28771.2
1079,HP,Notebook,15.6,4,Windows 7,2.31,Intel,Corei5,2.3,Intel,HDD,500.0,50083.2
1081,Lenovo,Gaming,17.3,32,Windows 10,4.6,Intel,Corei7,2.7,Nvidia,Hybrid,1536.0,172627.19999999998
1082,Lenovo,2 in 1 Convertible,10.1,4,Windows 10,0.69,Intel,Atomx5,1.44,Intel,Storage,64.0,34433.2656
1083,HP,Ultrabook,13.3,16,Windows 10,1.3,Intel,Corei7,2.7,Intel,SSD,512.0,109170.72
1084,Dell,Notebook,15.6,8,Windows 10,2.18,Intel,Corei5,2.5,Intel,SSD,256.0,39960.0
1085,HP,Notebook,14.0,4,Windows 7,1.54,Intel,Corei5,2.3,Intel,HDD,500.0,54931.14719999999
1086,HP,Workstation,15.6,8,Windows 7,1.9,Intel,Corei7,2.5,AMD,SSD,256.0,79653.59999999999
1087,Lenovo,Notebook,14.0,8,Windows 7,1.7,Intel,Corei5,2.3,Intel,SSD,180.0,63882.72
1088,HP,Notebook,13.3,4,Chrome OS,1.29,Intel,PentiumDual,1.5,Intel,Storage,32.0,32767.2
1089,Acer,Notebook,15.6,4,Windows 10,2.4,AMD,A8,2.2,AMD,HDD,500.0,20619.36
1090,Dell,Notebook,15.6,4,Linux,2.2,Intel,PentiumQuad,1.6,Intel,HDD,500.0,20965.1472
1091,HP,Notebook,15.6,4,No OS,1.86,Intel,Corei3,2.0,Intel,HDD,1024.0,18434.3472
1092,Asus,Gaming,17.3,8,Windows 10,2.7,Intel,Corei7,2.8,Nvidia,HDD,1280.0,85194.72
1093,Dell,Ultrabook,13.3,4,Windows 10,1.4,Intel,Corei5,1.6,AMD,SSD,256.0,43601.688
1094,HP,Netbook,12.5,4,Windows 7,2.4,Intel,Corei5,2.3,Intel,SSD,128.0,85194.72
1095,Acer,Notebook,15.6,8,Windows 10,2.4,Intel,Corei5,2.5,Nvidia,HDD,1280.0,42570.72
1096,Dell,Notebook,15.6,8,Windows 10,2.36,Intel,Corei5,2.5,AMD,HDD,1024.0,34035.264
1097,MSI,Gaming,17.3,8,Windows 10,2.6,Intel,Corei7,2.6,Nvidia,SSD,256.0,85194.72
1098,HP,Notebook,15.6,4,Windows 10,1.96,Intel,PentiumQuad,1.6,Intel,HDD,1024.0,26640.0
1099,Asus,Gaming,17.3,16,Windows 10,4.3,Intel,Corei7,2.6,Nvidia,HDD,1152.0,122490.72
1100,Dell,Ultrabook,12.5,4,Windows 7,1.5,Intel,Corei3,2.3,Intel,HDD,500.0,60480.792
1101,Dell,Ultrabook,12.5,4,Windows 7,1.5,Intel,Corei3,2.3,Intel,SSD,128.0,62176.1616
1102,Acer,Notebook,15.6,4,Chrome OS,2.2,Intel,CeleronDual,1.5,Intel,SSD,16.0,11135.52
1103,HP,Workstation,17.3,8,Windows 7,3.0,Intel,Corei7,2.6,AMD,HDD,1024.0,154458.72
1104,Lenovo,Gaming,15.6,16,Windows 10,2.4,Intel,Corei7,2.8,Nvidia,SSD,512.0,63882.72
1105,Dell,Ultrabook,12.5,8,Windows 7,1.5,Intel,Corei5,2.3,Intel,SSD,256.0,75289.968
1106,MSI,Gaming,17.3,8,Windows 10,2.9,Intel,Corei7,2.6,Nvidia,HDD,1152.0,80516.20319999999
1107,Lenovo,2 in 1 Convertible,15.6,4,Windows 10,2.1,Intel,Corei5,2.3,Intel,SSD,256.0,46193.76
1108,HP,Notebook,15.6,4,Windows 10,2.1,AMD,A6,2.5,AMD,HDD,1024.0,21205.44
1109,Asus,Gaming,15.6,16,Windows 10,2.59,Intel,Corei7,2.6,Nvidia,HDD,1152.0,71341.92
1110,HP,Notebook,13.3,8,Windows 10,1.16,Intel,CoreM,1.1,Intel,SSD,256.0,90522.72
1111,Dell,Notebook,15.6,4,Windows 7,2.24,Intel,Corei5,2.3,AMD,HDD,500.0,40980.312
1112,Lenovo,Notebook,15.6,4,Windows 10,2.1,Intel,Corei3,2.0,Intel,SSD,128.0,22857.12
1113,HP,Ultrabook,13.3,8,Windows 10,1.16,Intel,Corei7,2.5,Intel,SSD,512.0,104908.32
1114,Lenovo,2 in 1 Convertible,10.1,4,Android,0.69,Intel,Atomx5,1.44,Intel,Storage,64.0,29250.72
1115,Dell,Ultrabook,13.3,8,Windows 10,1.23,Intel,Corei7,2.4,Intel,SSD,256.0,73473.12
1116,Lenovo,Gaming,17.3,16,Windows 10,4.6,Intel,Corei7,2.7,Nvidia,Hybrid,1280.0,146519.46719999998
1117,Razer,Ultrabook,12.5,8,Windows 10,1.25,Intel,Corei7,2.5,Intel,SSD,256.0,54825.12
1118,Toshiba,Ultrabook,13.3,16,Windows 10,1.05,Intel,Corei7,2.7,Intel,SSD,512.0,118601.28
1120,Vero,Notebook,13.3,4,Windows 10,1.35,Intel,AtomX5,1.44,Intel,Storage,32.0,10442.88
1121,HP,Notebook,13.3,8,Windows 10,1.16,Intel,Corei5,2.3,Intel,SSD,256.0,90043.2
1122,HP,Notebook,14.0,8,Windows 7,1.43,Intel,Corei5,2.3,Intel,SSD,256.0,80612.64
1123,Dell,Notebook,15.6,4,Linux,2.09,Intel,Corei5,2.3,Intel,HDD,500.0,27899.0064
1124,Asus,Notebook,15.6,4,Windows 10,2.0,Intel,Corei3,2.4,Intel,HDD,1024.0,23176.8
1125,Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.8,Intel,Corei7,2.5,Intel,SSD,256.0,88924.31999999999
1126,Lenovo,2 in 1 Convertible,10.1,4,Windows 10,0.69,Intel,Atomx5,1.44,Intel,Storage,64.0,25521.12
1127,HP,Ultrabook,12.5,8,Windows 7,1.26,Intel,Corei5,2.4,Intel,SSD,256.0,100965.6
1128,Lenovo,Gaming,15.6,8,No OS,2.4,Intel,Corei5,2.5,Nvidia,HDD,1152.0,52693.92
1129,HP,Gaming,17.3,8,Windows 10,3.35,Intel,Corei5,2.3,Nvidia,HDD,1152.0,60153.12
1130,HP,Notebook,15.6,8,Windows 10,2.04,Intel,Corei7,2.7,Intel,HDD,2048.0,33513.119999999995
1131,Lenovo,2 in 1 Convertible,14.0,8,Windows 7,1.8,Intel,Corei7,2.6,Nvidia,SSD,512.0,109244.2464
1132,Asus,Notebook,14.0,4,Windows 10,1.5,Intel,CeleronDual,1.1,Intel,Storage,32.0,14811.84
1133,HP,Ultrabook,15.6,8,Windows 10,1.84,Intel,Corei7,2.7,Intel,SSD,256.0,40066.56
1134,Acer,Notebook,15.6,4,Windows 10,2.23,Intel,Corei5,2.5,Nvidia,HDD,1024.0,32820.48
1135,Lenovo,Notebook,15.6,16,Windows 10,2.5,Intel,Corei7,2.5,AMD,Hybrid,1024.0,58554.72
1136,HP,Workstation,17.3,8,Windows 7,3.0,Intel,Corei7,2.6,Nvidia,SSD,256.0,210424.032
1137,Dell,Notebook,15.6,8,Windows 10,2.5,Intel,Corei5,2.5,AMD,HDD,1024.0,41771.52
1138,MSI,Gaming,17.3,16,Windows 10,3.78,Intel,Corei7,2.7,Nvidia,HDD,1280.0,127818.72
1139,HP,Ultrabook,15.6,8,Windows 7,1.88,Intel,Corei7,2.5,Intel,SSD,256.0,115709.2416
1140,Lenovo,2 in 1 Convertible,14.0,16,Windows 10,2.8,Intel,Corei7,2.6,Intel,SSD,512.0,130003.2
1141,MSI,Gaming,15.6,8,Windows 10,2.4,Intel,Corei7,2.8,Nvidia,HDD,1152.0,60888.384
1142,HP,2 in 1 Convertible,13.3,8,Windows 10,1.48,Intel,Corei5,2.4,Intel,SSD,256.0,86793.12
1143,HP,Workstation,15.6,8,Windows 7,2.59,Intel,Corei7,2.6,Nvidia,SSD,256.0,118761.12
1144,HP,2 in 1 Convertible,13.3,8,Windows 10,1.48,Intel,Corei7,2.6,Intel,SSD,256.0,95850.72
1145,HP,Workstation,15.6,8,Windows 7,2.0,Intel,Corei7,2.6,Nvidia,SSD,256.0,101178.72
1146,HP,Ultrabook,12.5,8,Windows 7,1.26,Intel,Corei7,2.5,Intel,SSD,256.0,122381.49599999998
1147,Dell,Notebook,15.6,8,Windows 10,2.18,Intel,Corei7,2.7,Nvidia,SSD,256.0,53807.472
1148,HP,Notebook,15.6,8,Windows 7,1.88,Intel,Corei5,2.3,Intel,SSD,256.0,84129.12
1149,Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.27,Intel,Corei7,2.5,Intel,SSD,256.0,124621.92
1150,Lenovo,Notebook,15.6,4,No OS,1.9,Intel,Corei3,2.0,Intel,HDD,1024.0,18061.92
1151,HP,Notebook,15.6,4,Windows 10,1.86,AMD,E,1.8,AMD,HDD,500.0,15824.16
1152,Lenovo,Notebook,15.6,8,No OS,2.32,Intel,Corei5,2.3,AMD,HDD,1024.0,31914.72
1153,Dell,Gaming,15.6,8,Windows 10,2.62,Intel,Corei7,2.8,Nvidia,HDD,1024.0,63882.72
1154,Dell,Notebook,15.6,8,Windows 10,2.04,Intel,Corei5,2.3,Nvidia,SSD,256.0,119916.2304
1155,HP,Notebook,15.6,4,Windows 10,1.91,AMD,A6,2.5,AMD,SSD,256.0,25515.2592
1156,MSI,Gaming,17.3,16,Windows 10,2.7,Intel,Corei7,2.8,Nvidia,HDD,1280.0,79536.38399999999
1157,Lenovo,Ultrabook,14.0,12,Windows 7,1.4,Intel,Corei7,2.6,Intel,SSD,512.0,122490.72
1158,Lenovo,Notebook,15.6,8,Windows 10,2.5,Intel,Corei5,2.3,AMD,Hybrid,1024.0,42010.7472
1159,HP,2 in 1 Convertible,13.3,8,Windows 10,1.48,Intel,Corei7,2.6,Intel,SSD,512.0,108744.48
1160,Lenovo,Ultrabook,14.0,8,Windows 7,1.7,Intel,Corei7,2.6,Intel,SSD,256.0,79866.72
1161,MSI,Gaming,14.0,16,Windows 10,1.7,Intel,Corei7,2.6,Nvidia,HDD,1280.0,94252.32
1162,HP,Gaming,15.6,8,Windows 10,2.62,Intel,Corei7,2.8,Nvidia,HDD,1024.0,47898.72
1163,Lenovo,Notebook,15.6,8,Windows 10,2.2,Intel,Corei3,2.0,Intel,HDD,1024.0,24455.52
1164,HP,Notebook,15.6,4,No OS,2.1,Intel,Corei5,2.3,Intel,HDD,500.0,25414.0272
1165,Dell,Gaming,15.6,8,Windows 10,2.62,Intel,Corei7,2.8,Nvidia,HDD,1152.0,79813.44
1166,Lenovo,Notebook,15.6,8,Windows 10,1.95,Intel,Corei5,2.5,Intel,SSD,256.0,74059.2
1167,Lenovo,Notebook,15.6,4,Windows 10,2.2,Intel,Corei3,2.0,Nvidia,HDD,1024.0,24935.04
1168,HP,Notebook,14.0,2,Windows 10,1.44,Intel,CeleronDual,1.6,Intel,Storage,32.0,13266.72
1169,MSI,Gaming,15.6,8,Windows 10,2.2,Intel,Corei7,2.7,Nvidia,HDD,1024.0,44701.92
1170,HP,Notebook,15.6,8,Windows 10,1.96,Intel,Corei7,2.5,Intel,SSD,256.0,36177.12
1171,HP,Notebook,15.6,16,Windows 10,2.1,Intel,Corei7,1.8,Intel,SSD,512.0,61751.52
1172,Asus,Notebook,15.6,4,Windows 10,2.2,Intel,CeleronDual,1.6,Intel,HDD,500.0,19660.32
1173,Lenovo,Notebook,15.6,4,No OS,2.1,Intel,Corei5,2.3,Intel,HDD,500.0,21205.44
1174,Lenovo,Notebook,15.6,8,No OS,2.2,Intel,Corei7,2.7,Nvidia,HDD,1024.0,37775.52
1175,Asus,Notebook,14.0,4,Windows 10,2.0,Intel,Corei3,2.4,Intel,SSD,256.0,40972.32
1176,Lenovo,Notebook,15.6,4,Windows 7,2.32,Intel,Corei7,2.5,Intel,Hybrid,1024.0,43956.0
1177,Lenovo,Gaming,15.6,16,Windows 10,3.31,Intel,Corei7,2.6,Nvidia,SSD,512.0,69530.4
1178,MSI,Gaming,15.6,16,Windows 10,1.91,Intel,Corei7,2.6,Nvidia,HDD,1152.0,114731.5536
1179,HP,Notebook,15.6,4,Windows 10,2.07,Intel,Corei3,2.3,Intel,HDD,500.0,34632.0
1180,Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.36,Intel,Corei5,2.3,Intel,SSD,256.0,87219.36
1181,Lenovo,Ultrabook,15.6,6,Windows 10,1.54,Intel,Corei7,2.7,Nvidia,SSD,256.0,44275.68
1182,Dell,Notebook,15.6,8,Linux,1.98,Intel,Corei7,2.7,Nvidia,SSD,256.0,47686.1328
1183,Acer,Notebook,15.6,4,Windows 10,2.1,Intel,CeleronDual,2.0,Intel,HDD,500.0,17742.239999999998
1184,HP,Notebook,15.6,6,Windows 10,2.18,Intel,Corei7,2.6,Nvidia,HDD,1024.0,42570.72
1186,Dell,2 in 1 Convertible,15.6,16,Windows 10,2.09,Intel,Corei7,2.7,Intel,SSD,512.0,62817.12
1187,Acer,Notebook,15.6,4,Windows 10,2.23,Intel,Corei5,2.5,Nvidia,SSD,256.0,36816.48
1188,Dell,Ultrabook,13.3,8,Linux,1.23,Intel,Corei5,2.4,Intel,SSD,256.0,58554.72
1189,Acer,Gaming,17.3,16,Windows 10,4.2,Intel,Corei7,2.8,Nvidia,HDD,1280.0,138474.72
1190,Lenovo,Gaming,15.6,8,Windows 10,2.4,Intel,Corei5,2.5,Nvidia,HDD,1024.0,43636.32
1192,HP,Notebook,15.6,4,Windows 10,1.86,Intel,Corei5,2.5,Intel,HDD,500.0,25840.8
1193,Apple,Ultrabook,12.0,8,Mac OS X,0.92,Intel,CoreM,1.1,Intel,Storage,256.0,61964.64
1194,Dell,2 in 1 Convertible,13.3,8,Windows 10,1.6,Intel,Corei5,2.5,Intel,SSD,256.0,63882.72
1196,Lenovo,Notebook,15.6,4,No OS,1.9,Intel,Corei3,2.0,AMD,HDD,1024.0,19607.04
1197,Asus,Gaming,17.3,16,Windows 10,4.3,Intel,Corei7,2.6,Nvidia,HDD,1536.0,114552.0
1198,Acer,Notebook,15.6,4,Linux,2.1,Intel,CeleronDual,2.0,Intel,HDD,1024.0,14492.16
1199,MSI,Gaming,17.3,16,Windows 10,2.43,Intel,Corei7,2.8,Nvidia,HDD,1280.0,109165.392
1200,Dell,Notebook,15.6,4,Windows 10,2.3,Intel,Corei3,2.0,AMD,SSD,128.0,26586.72
1201,Lenovo,Notebook,15.6,8,No OS,2.2,Intel,Corei7,2.5,Nvidia,HDD,500.0,33513.119999999995
1202,Dell,2 in 1 Convertible,15.6,16,Windows 10,2.0,Intel,Corei7,1.8,Intel,SSD,512.0,68464.8
1203,Dell,Ultrabook,13.3,16,Windows 10,1.2,Intel,Corei7,2.7,Intel,SSD,512.0,142790.4
1204,Asus,Gaming,15.6,8,Windows 10,2.2,Intel,Corei7,2.6,Nvidia,HDD,1024.0,62284.32
1205,Dell,Notebook,15.6,8,Windows 10,2.36,Intel,Corei5,2.5,AMD,SSD,256.0,47365.92
1206,HP,Notebook,15.6,8,Windows 10,1.91,Intel,Corei5,2.5,Intel,SSD,256.0,30849.12
1207,Lenovo,Notebook,15.6,4,Windows 10,2.2,AMD,E,2.2,AMD,HDD,500.0,15930.72
1208,Acer,Notebook,17.3,8,Windows 10,3.3,Intel,Corei3,2.0,Nvidia,HDD,1024.0,33513.119999999995
1209,Asus,Gaming,15.6,16,Windows 10,2.2,Intel,Corei7,2.8,Nvidia,HDD,1280.0,130482.72
1210,Apple,Ultrabook,12.0,8,Mac OS X,0.92,Intel,CoreM,1.2,Intel,Storage,512.0,68145.12
1211,Asus,Notebook,15.6,16,Windows 10,2.2,Intel,Corei7,2.8,Nvidia,HDD,1152.0,93186.72
1212,MSI,Gaming,17.3,16,Windows 10,2.43,Intel,Corei7,2.6,Nvidia,HDD,1280.0,103842.1872
1214,Asus,Gaming,17.3,16,Windows 10,2.9,Intel,Corei7,2.8,Nvidia,HDD,1280.0,103842.72
1215,Acer,Netbook,11.6,2,Chrome OS,1.3,Intel,CeleronDual,1.5,Intel,SSD,32.0,9270.72
